,Time,Amount,Transaction Method,Transaction Id,Location,Type of Card,Bank,Class
59,35665.52806695315,-615.0828862227448,584.2915929317378,-42.452397863559554,-747.3365634899233,2.9264349847478623,0.1812910767582585,0
60,38089.90940311144,-171.23346542961974,-686.1946190186663,-993.926008268317,-437.8327806866346,2.6092622363927225,1.0178625601274132,0
61,64981.57765953749,419.7591023289559,-923.2977450467811,592.8337941891011,-315.0337165448009,2.577528432759233,-0.03220210290438441,0
62,65442.493851944455,973.9578807874375,-589.7213888480161,1242.954727024877,605.4079868308202,2.3078395462658046,0.4921586979520409,0
63,31452.419293851737,634.6264392960818,-888.6289202228729,1429.316322547517,-103.48752283118688,3.378804792583569,-0.226399373923742,0
64,-26430.78946136251,239.84892037885152,66.03388112182085,40.731885258770944,-1908.2120736536722,-10.102592222079227,3.8088924826721398,1
65,100345.66070670192,554.2976260790426,24.836724464647432,-751.9060641061171,-258.73261792667745,0.8988007579190622,1.166374279460254,1
66,-111900.3243197394,-722.2431725515628,-933.6502600323455,929.7874121839216,-430.9293733508566,6.980805383778079,-0.38155691119318647,0
67,-83648.59797049426,1129.0579642302816,184.3849801405479,804.4511002196894,573.2294114655431,5.38740517370267,0.06575795300258425,0
68,109050.01195738016,-1211.0451357741258,40.30488596310386,400.2989103044008,1042.4504567767938,1.6406183149923814,0.34263191901560774,0
69,-5410.626228347508,619.4580430705424,463.52100771705,-200.64666487882982,-700.9628717235992,2.977070536637658,-0.8684374787296664,0
70,114631.9198318763,-165.88193268617653,372.1039888904518,-1309.537001596846,174.1462363634464,1.2854336137696478,0.4955434502222731,0
71,-87400.5231218928,-268.99367276532644,627.9370785136718,946.7205388055238,270.60467361690144,4.937874547203132,-0.7239411811805636,0
72,-116234.99396970775,-1568.852464249576,316.922561116447,-79.54309111337489,579.6453616819651,6.659271070447045,-0.3195112108643863,0
73,-104363.60826678986,334.5579206168188,1549.022204278839,205.92220259145392,444.9632266900712,5.287769812513864,0.36856475467565697,0
74,-129651.92122723893,-1045.3117428206751,-232.6691589780579,-81.89358914733134,919.0846204333418,7.120995175795398,-0.5541216480479583,0
75,-19363.68612557344,-422.66597267004965,583.793414485154,525.4733347392068,-1092.6472463096202,4.126615945724097,-0.10135490712123074,0
76,-132110.4832951574,741.0331113748305,-163.10391231928259,-344.52082144908945,-510.0226764451768,7.102605955071927,-0.5964101040531841,0
77,-13112.368577193876,-850.091530383126,1054.9069330457921,-488.2045146583109,-444.00124219051395,3.8329335363509767,0.18114855123493845,0
78,60506.154378259555,-1574.2443314595444,-402.206165365439,-453.6149223026455,305.8597216508924,3.4063459436602317,-0.6951145982968353,0
79,-106358.69644769571,-665.0266994454325,819.59735126746,1079.3621966527487,-616.5317573015932,5.624522218629916,0.1432020634467286,0
80,-97767.22222247365,-816.1836719533601,83.29869018623947,336.93104641462037,277.63950656740803,5.849999196791082,-0.14486228646152866,0
81,-118797.2138419031,-156.57249654165255,-1623.4180812806371,571.6109017952942,-315.0465833892806,7.438598650290928,-1.0411632605218186,0
82,73321.76495026384,-1207.7256640197243,-89.01829878411581,521.957381320108,-139.23500803931483,2.618372764340549,0.050539386459207414,0
83,89546.37375262936,-410.05661143235784,1398.78606600928,325.95812171148987,-338.83073841632995,0.3138284887214793,-1.431882530330423,0
84,96584.87554285035,-1583.1918918578344,369.5670643894539,149.99626811092594,116.97798316422018,-6.5039770194609785,3.8618756872516125,1
85,123796.83977348343,334.0835075030849,-489.303528892245,-1444.6116228149072,-633.8232293962117,1.6667580233731139,-0.06491731074209706,0
86,-91496.23463518705,-747.4007147777163,-1281.8705776840982,361.70306160800124,-827.1409448686571,6.846359094761473,-0.5953000234432829,0
87,95765.5500069503,-87.94036835939619,-184.32420709949338,200.7983822500637,-631.8911247620824,1.8866250841299914,-0.47459330983735015,0
88,-122310.1885503622,441.96465328789134,-299.94041797970965,334.3877960658308,1183.426403383134,-42.200863155881194,-11.290819552269095,1
89,112640.89565175658,-1119.2024922000805,370.57805278767955,46.84213134116703,502.7720483245919,-14.86567436003742,6.890027592923495,1
90,118246.53081263739,-567.4245012287761,554.8362408711193,240.72452071908992,-487.2651637098704,0.9439031347255522,0.018899597978161875,0
91,-127730.15222145162,-21.41989006004934,-487.968994181404,-642.4219377749423,-74.64605414904622,7.068339387578444,-0.35107464602830896,0
92,-30164.67990474227,443.96249679232744,1197.9183083665,-8.54268495299607,-320.734615453051,3.329478791307978,-0.8602873410104148,0
93,139421.01338436827,-229.31614069648518,-871.5368548190053,-548.390685480495,240.3635882816984,1.6045773102459995,-0.13265889712928414,0
94,118510.33356481511,1051.5793775837776,399.77699107338094,659.5316026897906,154.55790312377212,0.39547185424862796,-0.6609185340840622,0
95,137923.72712101066,108.36819884156307,349.5706782394702,558.471064799143,1143.734381643637,-0.3104223684205678,-2.4061685142125855,0
96,49874.860313961486,-16.34078259428071,483.0367164268355,-788.0910069674561,597.3377462319329,2.7519815269261763,0.05611479738209613,0
97,2322.706861133134,151.89305319129858,-1161.9161966165536,590.0892822264975,-87.66871738578448,4.500167552164147,-0.18909911426758141,0
98,141614.73252249428,-1225.001213098033,294.4351127577229,870.1874983842383,299.3379809511848,0.9645677029412996,0.1902597101915473,0
99,-72292.06825904691,373.42398421047335,-1068.5312197938567,311.8038383234277,1036.9829548756782,5.949830515748453,-0.19922521215104882,0
100,-11020.582477372853,590.4653528657095,1288.1484281945595,92.85061227647066,434.84172310556437,3.3781852388267266,0.3399685082837256,0
101,-119360.58288743894,1247.6097982710003,-227.59049899265472,820.4248024405754,432.7919560881703,5.974474363914158,-1.120256699371033,0
102,-84204.67162402142,481.5057831778032,1045.7036215718504,230.93347827585944,-138.12169063038164,4.297935996481398,-0.5789354746554731,0
103,47876.34388913342,680.1568217173328,1201.1333746113123,-200.6684760596229,-207.21847910274346,1.5683283796337513,0.9381872177152031,0
104,-84437.71969819302,62.64123015306336,-708.6066296933953,1445.02379439215,-1054.3499990669707,5.822314254817117,-0.0996884567996763,0
105,-69346.36730460716,957.5074851988204,79.23214611779292,-882.7346550729079,-78.60237373066116,5.311819919250858,-0.9280368489657114,0
106,-107647.08637343478,-913.2032689457026,207.85488288191573,-625.8351197990792,87.20920744651926,-17.60143845276006,5.531512142128915,1
107,-60211.7644729256,326.59924187857905,-583.879336442455,1368.1523948157944,-1028.137575325461,5.274160985392583,-0.2081038340746113,0
108,33073.73094023735,-110.48696274321014,16.913487238226253,337.8069653732298,539.8336849073792,3.179778791602903,0.029221131907576803,0
109,-33858.65816264237,564.5953820275778,1509.46389299117,-40.002712620090506,113.7441823020315,3.7946188758850887,0.34602731854868973,0
110,42951.58417506452,-64.49781556402553,-903.8560323946591,249.6061579193729,-975.8666462337326,2.746124417783009,-1.0542678427649763,0
111,-34978.40402657032,-52.80900898018916,738.3519670719932,-195.69676579610086,60.358308073146645,4.54248696402288,-0.26245050788725754,0
112,-36774.99025563797,-1245.0384409013923,-410.2279450327231,-618.4893860254731,-248.6800301943117,5.4842749819471175,-0.41080392427323775,0
113,-129824.57026855029,-412.4921512984081,346.26213358303016,1191.0793330186514,-68.71954364680528,-30.69619711105967,16.34119770193836,1
114,-68140.89295569401,1165.6088201863822,524.1048416825026,3.890122961383895,-1285.6906812308991,-4.685750929659366,3.7006009959094595,1
115,68178.25887292955,179.45846025697676,274.0430615540748,933.5048988113351,-770.578890121023,2.012607522705914,0.4327718449548503,0
116,-99070.39595638658,-29.54725825606846,-795.4647468926464,681.5318657808473,-320.42512439693724,6.684549458656435,-0.4520791608319782,0
117,83547.12839285488,-620.3681059910477,-779.1219801208279,182.43279843732694,1235.4453686006884,3.0913884390556836,-0.5297281849899858,0
118,32547.959431814525,-10.77282448629154,-1384.2009378046032,-672.5565221123456,-339.93854147562547,4.294690543929466,-0.3799170702207365,0
119,115184.85307194263,-908.8325640520386,39.65950080468724,-225.45709607694994,-52.28696580912924,1.7397636375690402,0.06365963531796481,0
120,-35677.1043128063,-248.8074412816803,236.2295447405878,-994.7384887274648,215.28364911197787,-22.812647853591596,-22.394770953918947,1
121,-97145.65557770473,-933.6127328149505,1311.8389787672027,737.3124144472611,-551.5837470294407,5.3522037478944275,-0.03448903666828551,0
122,143626.73567795765,-471.746873148407,-243.0439511682598,284.5968284730843,-35.878463399465545,0.9731182344629934,-0.39411532234024904,0
123,-67917.88800585695,-1167.27980244931,304.5850962337637,-919.7714442705777,635.9351608590334,5.3076901284187405,0.35161871417617974,0
124,-97779.22142188874,-550.9483203115218,-389.3666172430877,577.7638574838695,333.3121930450561,6.333766823298097,-0.4721529900547672,0
125,70576.56941879587,-104.79210697185647,644.1584455565364,-659.574489311881,-647.4429560611168,2.253670292702026,0.06565377037690623,0
126,41713.99991458558,297.3619281199698,254.54344663912764,-1746.0396757987298,477.54128482239435,3.184592498830856,0.08801444585729579,0
127,-90197.2567966417,-116.05619809123436,-584.5313106975575,-671.8605487983984,-780.4044380728844,6.506683421216978,-0.405586633484076,0
128,-63427.11116366189,-740.17494878143,1005.0301752059117,-1323.6807351850573,112.01979830469054,4.560975703756577,-1.522512564506374,0
129,-121705.65928663607,980.2267627506192,-103.87451783870029,142.09166852941235,-676.4043074861459,-2.966936761067033,3.8391180705077534,1
130,-27245.58871183709,-819.9664415519815,66.864890712288,1092.14594842873,-854.6293841115786,4.057814252746915,0.3683744429274447,0
131,-44634.31260492603,49.21126851531045,-16.040642402451454,-1282.3945467101712,-1018.8930066192167,4.280930786466747,0.6198697227282175,1
132,-114612.6889041038,402.84822332675583,-463.2800430244553,1624.7109396645326,-246.27439984441753,6.30544442732738,0.00996301733587579,0
133,-72729.36402854664,-1023.5186318232302,769.2449811673162,783.8808440821729,379.3843783383363,5.202935883509932,0.1538905776192756,0
134,93127.75080221184,71.14640564936929,-201.6020973752003,187.1463786046802,450.6193127881977,1.7024900018696831,0.5373630900870145,0
135,84383.03903601816,18.404140545021903,-987.525781216947,259.5011039204453,1230.7947026655622,2.48961461053986,0.1743227313251554,0
136,3140.2140846113325,-1505.3803557482986,-216.0185527151304,-407.82022018996304,869.6596033167341,-20.159673551196605,10.192872772190453,1
137,23760.81701334167,-954.5003186098204,40.39376806538587,-604.1827728089193,-580.5785848769667,3.6487842498873593,-0.06562099874042837,0
138,-54087.18301271269,377.9715092990011,-177.6581851053228,428.9130903664693,1316.1648834847977,4.928109994715738,0.01830000915372798,0
139,-29559.248692986017,105.6176821511475,-121.21818015327426,-1133.6354873682421,-616.9033763933891,4.647290275860652,-0.2772100785384597,0
140,9427.830278630543,-760.4943922940456,-310.1102954001606,401.4000811263852,281.1987429989731,-12.645558877594418,5.058859826155101,1
141,-95485.25878810775,-535.7995623868107,-638.3302432593684,-642.1471089950549,-1149.8696722893574,-33.19708718893017,10.495302160035735,1
142,-40091.05059226253,-135.92949316684275,-139.16671234808075,-934.6409694520241,315.4213286611448,4.936376587428873,-0.7644953248189866,0
143,-1126.638694114692,-383.9693113797583,-348.69423350175873,1404.8775454944146,-799.9323833216155,4.02608289919109,-0.047782592319412176,0
144,-120719.27848423252,-129.0800638196834,-64.73058095097849,448.581356916731,563.0445440486099,5.632991681153896,1.0868558739572463,0
145,124828.37379191996,931.498978752609,-331.8264025836579,1493.1899998428096,407.46669552996036,0.9779170688447163,0.295256901713401,0
146,-83932.47213170177,-418.03791764690686,-98.17688046898877,916.1207092481225,-231.37907089101805,6.092595743708593,-0.4161752759735281,0
147,-10957.569819290802,-128.62200833475333,-471.56497028037813,1092.5193866074267,-635.7040428097673,4.355766426456576,-0.07119649214242596,0
148,47453.100935214636,-302.1277895975577,-681.2429583023202,87.7221638736562,1372.6119706655716,2.192615984604516,-1.462974988589791,0
149,-46960.97359903775,-1457.991782271899,-662.5584660101396,19.219374341146022,33.07843139996294,4.843851075633358,-3.5356812084806197,0
150,1519.6304502906278,-825.6980290919715,-458.99279759681076,371.45720696627336,-893.2201527843929,4.296436222749703,-0.5842094406844494,0
151,8669.668121091498,-804.9063467941679,-95.73927806952986,-231.82103822035106,-947.1188700532354,4.037455383878318,0.29961172870691577,1
152,3137.3748970832967,1033.061822573893,-544.7292315090261,1311.565108537504,199.04430172801062,-20.739777389031527,10.678854520219668,1
153,-98655.33688759065,198.40766475237308,-832.3254914951519,875.4915117206758,302.8064620647799,6.242243327642764,-0.25866582756967293,0
154,-39409.02575516813,-1387.9010753925825,-265.43705294751305,419.43210476566105,527.0384491420584,5.406208161665905,-0.29371629591439385,0
155,71080.79638995902,-288.0091172486894,-720.1135864958961,-844.1611461003582,-986.2915677588618,3.1884718018788707,-0.677471671702219,0
156,-26079.54202713947,-690.3233468700696,677.319764365121,594.0675907915358,-472.9652937806177,4.286038819103828,0.01934617365626501,0
157,65233.85881264336,-487.4081684813799,-45.65003827943235,472.70793560376546,909.3180287598459,2.8061851405515092,0.10183256583737954,0
158,-123923.0983800837,-1006.1412475508528,-958.618054537521,456.8488634147127,-12.010937021498421,-35.02456170705922,-2.059708350237914,1
159,111707.88162241929,-344.33948355471614,-920.9779093124783,-329.1782366980142,-325.8763636560841,-12.486557545685265,6.920816202632123,1
160,-9049.991555000597,-257.7735536443615,-346.5353618978975,-1088.1631103363843,180.44144920247913,4.375734437899736,-1.0112983312495583,0
161,-135872.64368136454,1166.4576243883382,264.3895378674048,62.725477216883746,-211.89249633255395,6.70545902982838,-0.10838696814448268,0
162,93330.45989390128,874.5003564732287,137.4530269728367,630.7724928550758,387.7270888248456,1.6059894581360368,0.2698523492894076,0
163,85497.35498430449,1003.8689829288664,855.0756474956945,667.763889037438,613.2419702049244,-15.045292570066117,5.6277370566291465,1
164,100957.1722347682,1044.114406990899,1037.8149856437262,209.23505118174398,-516.6044236505522,-0.2805378213544607,-0.5105781587466611,0
165,-31192.524612556284,-592.1284125971439,-315.57109717058387,1213.4602281592759,-555.5239832348975,1.0728612316915465,-6.214294948514737,0
166,-80547.23055061458,-550.1477844377528,-1333.5226506614636,243.6874928988193,-797.0077779620759,6.683156585797225,-0.6562946607950186,0
167,-35483.99069479924,-169.87248353062333,-1498.239366893668,-103.1915458239107,218.5360943358371,5.097679772463814,-1.0263452602768135,0
168,53497.97205587727,-463.4408033633723,-1131.100920791677,-743.0823690259692,-517.925504888191,3.5006313321493296,-0.2489482608572572,0
169,46550.94849859041,674.5870952758239,405.242395876968,-1323.7496053590444,1048.7726787880322,2.2130478876258852,-0.4804296903483326,0
170,-68704.77141237023,283.2315353322688,535.0389011772843,-72.88017905129504,-1489.9060329831134,2.6553782345007404,-3.865709695365676,0
171,39362.069180148945,52.521736713057294,-346.5856783137461,-689.0274351408852,1081.8596715460496,3.1895140957779278,0.25243218707166815,0
172,-70979.7042810721,140.57325801634647,1126.6875270532084,801.251082388819,2.190389383580168,4.562685475198734,0.4476662518402983,0
173,27555.984847451648,-15.107058231936776,-1164.5640947499826,-122.33285641377711,464.2786130417546,4.040806776526766,-0.17471594975847737,0
174,-132012.3009939064,-890.911437506494,253.53614200017148,16.663002553651722,-306.282525899697,-12.251516954727986,7.0608883822829185,1
175,45970.47606179878,598.4881983051259,-97.04523307535715,264.4667413804227,-274.59373518624534,2.912464007752636,0.044950755379170815,0
176,-38402.1801312778,-256.7326834392374,-935.9352843203839,-278.2476898075995,-471.22085132572124,5.6175614204217466,-0.45016476137290995,0
177,91393.84251113606,-1284.5491822888048,973.263258949444,-770.1697007969807,-137.7672428331764,1.6967989160180945,-0.8367978969243419,0
178,-17408.959530851193,-579.1987868448143,112.18828838553407,-792.9086387730973,718.1560388172777,4.452408472441524,0.09058703589028894,0
179,31948.098938261508,-1376.926772750101,-994.8051786140414,-382.2393481207373,-212.24018371688385,3.932612174793154,-0.6752922012658082,0
180,-11586.291281206155,-620.6735315223341,-73.11570999923674,1083.7507462558704,629.2097785253184,3.754029955250222,-0.18114448695684515,0
181,65207.8776290637,-19.34144309896658,298.67429796913893,265.068634861311,1484.4535956940956,-7.816614383415829,1.3524486182157947,1
182,-57360.48780801913,185.04122522829243,201.12728349384645,357.1116794528723,-77.58536711853662,-9.628081752164068,2.005094261335942,1
183,-11159.325116968743,-924.8603976005522,-417.80803006307946,751.7960108868072,-374.4781862574514,4.186542854089168,-0.9678116989595077,0
184,-81417.12691286422,-1350.2256791563468,-427.00391932344144,346.93462980347863,-118.65852325703645,5.783107676176014,0.21500809510233432,1
185,101750.01337163759,-628.0923905554939,465.581654672372,-1309.668418203258,325.51091228077485,2.127961482508524,-0.05905082426941033,0
186,57206.49877551416,-157.59295123285912,-564.4018844105518,1012.997354100942,-497.6017600238249,2.8787894734053987,0.005002333562105221,0
187,53593.72048557419,-913.8234717420268,631.6627497864692,-146.53372927454984,-121.99957909301634,2.186519291917266,-0.5990795492674521,0
188,-53577.18699112213,-1175.463481202331,384.99804932226857,405.2978008303937,447.9477649570749,-10.433408613706895,5.559611743724132,1
189,137872.23783947888,-867.1669608352961,-330.5013452201132,-403.88952975580037,1378.366817738499,1.2395218899882172,0.021763676949921873,1
190,-117602.50678146756,829.1297932068785,299.41416770467026,21.656225360660528,158.5717514884086,6.270466963759758,-0.029774561809744693,0
191,-114477.33378952037,645.0858937538615,271.45545749572716,-931.2392464969798,-46.95474648089453,6.433907618334285,-0.44727095514747917,0
192,-21518.183221113795,198.0278644588518,323.0364946963182,-1334.3121324734698,-42.48853693380579,2.814757333283718,-0.07231048297724385,0
193,110508.95937744746,-487.07814900426604,-828.7757448990985,-856.7861881595061,-473.222650532721,1.694771395639818,-0.6720553058270655,0
194,132324.50612958748,859.5505541000862,1177.0215977468588,-228.98853009575055,657.4039880276143,-0.6167770969247046,-1.047595978777288,0
195,-106271.33862690604,-559.8385008329452,-741.8701891352089,705.6874864811687,-413.913615971406,5.472234148383652,-3.220072473935028,0
196,74995.66824202199,-568.5223069116129,227.73300564952274,517.862280289735,179.65317594239104,-11.791488659169516,5.891250971473296,1
197,-83240.28184018644,-361.02032140991565,-773.9828667975183,735.3233305068263,20.315972529551118,6.339629001060294,-0.3211139879485351,0
198,95551.53530853774,24.99130704292736,610.9891466338659,-710.8381732816481,-787.472461406511,1.2087277123382512,-0.39317483883709514,0
199,-93910.30265023043,-254.2171643526961,553.6586085945755,-914.1295843670124,-402.4159544170343,5.932403961973628,-0.0064170493520061545,0
200,-106010.23057790849,624.436462518409,-34.6604100286861,-1166.7892739863714,-31.30746826029622,3.241247750328318,-7.74624604941451,0
201,14102.650321683788,247.8587647743235,-80.26246812875661,471.5817046832892,499.7605378640317,-47.99954367369976,-12.003333524570875,1
202,789.7902423826745,-107.42836546586636,-856.787893172949,-287.90164519851805,-447.7578270718002,4.479390522400177,-0.22140458713166133,0
203,-45638.68536651094,1209.8215057412142,347.47774588579523,881.9138105497939,407.7731786892359,4.473240435170365,0.14522311263324217,0
204,119536.89674145458,82.37232695851918,-854.4690891692652,-285.44889509988,192.84236408946822,2.046393262172807,-0.08634989210494237,0
205,-80543.08167346488,377.93587896430756,-659.4840966458027,-697.6725914887174,393.3660313670075,5.8348099178890145,-0.980426848242361,0
206,23197.794542366057,-881.6488620190414,402.56856241611194,614.0933572535612,780.3302054176595,3.2808004796303774,0.18481050138782473,0
207,-56511.380980976784,388.1640107383738,-524.5485784534874,-292.26008644254307,-579.1603671869545,-4.437978930769341,3.3260443892669675,1
208,-43177.76722885294,-1084.3475469315065,-271.32741702023674,-247.39527948032173,1423.9888298779163,5.513448579814416,-0.17884913507600853,0
209,-133816.2889618646,-189.70123543386453,263.1084283171922,533.2132835862701,812.8729582216558,6.629290357540487,-0.35143705484094545,0
210,-26650.797117865688,-588.3054057098996,-529.5561195493639,-564.1221780134285,1184.385016075025,5.043742238077725,-0.05319868879613532,0
211,-25143.303653847615,-256.51202510753177,648.4654819845957,337.6470638107869,788.5182120893226,3.8726181493572795,-0.5968566008589908,0
212,70258.14959712946,49.783380501666386,-471.9244855773358,-573.3720614738709,1462.8780643755383,2.598581775271721,0.4722645593128716,0
213,107058.91463631825,-952.938231701292,548.3052336547491,-861.9710862388935,50.29867069891111,1.383394388403989,0.44752071037571817,0
214,19464.4035980278,1080.633695542612,-607.0238198791418,1124.3363254593717,148.11656652768988,3.017077388574662,0.5428947093598766,1
